loan_id,customer_id,loan_type,amount,interest_rate,term_months,issue_date,branch,status,risk_score,full_name,gender,birth_date,city,segment,registration_date
850,324,Вексель,247000.0,13.93,6,2025-03-08,Отделение №14,Закрыт,0.373,Таисия Борисовна Кулакова,F,1999-08-30,Москва,Retail,2025-03-08
851,57,Потребительский,291000.0,7.02,12,2025-02-01,Отделение №12,Активен,0.471,Зинаида Харитоновна Кириллова,F,1957-09-27,Уфа,Retail,2025-02-01
852,615,Кредитная карта,277000.0,13.44,12,2025-01-09,Отделение №9,Активен,0.599,Георгий Фадеевич Горбачев,M,1991-05-17,Челябинск,Retail,2022-07-11
853,231,Потребительский,125000.0,8.2,36,2025-09-21,Отделение №2,Активен,0.988,Тамара Леонидовна Фомичева,F,1987-05-26,Новосибирск,Premium,2025-09-21
854,6,Кредитная карта,155000.0,14.6,24,2025-01-04,Отделение №13,Активен,0.857,Степанова Екатерина Львовна,F,1960-12-27,Казань,Retail,2023-03-28
855,276,Автокредит,1210000.0,8.86,60,2024-10-05,Отделение №6,Активен,0.656,Нестерова Наталья Рудольфовна,F,1987-03-30,Екатеринбург,Retail,2024-10-05
856,449,Кредитная карта,210000.0,15.57,12,2024-09-05,Отделение №10,Закрыт,0.831,Харитонова Варвара Рубеновна,F,1971-08-18,Санкт-Петербург,Premium,2024-04-18
857,575,Потребительский,214000.0,10.65,24,2025-07-06,Отделение №2,Дефолт,0.082,Кудрявцев Дорофей Жанович,M,1999-06-16,Уфа,Premium,2025-07-06
858,146,Вексель,1483000.0,10.66,3,2023-05-27,Отделение №11,Закрыт,0.185,Мухина Пелагея Петровна,F,1996-11-27,Москва,Premium,2023-04-05
859,265,Потребительский,583000.0,17.37,48,2025-09-30,Отделение №15,Активен,0.517,Орлов Флорентин Юльевич,M,1966-09-26,Самара,Business,2023-06-11
860,43,Потребительский,725000.0,13.4,36,2024-05-14,Отделение №12,Активен,0.145,Родионова Надежда Рубеновна,F,2000-08-04,Нижний Новгород,Business,2024-03-28
861,522,Кредитная карта,39000.0,7.38,24,2025-08-25,Отделение №3,Активен,0.198,Кудряшова Елизавета Анатольевна,F,1973-05-20,Казань,Retail,2025-08-25
862,242,Потребительский,526000.0,13.8,24,2024-06-27,Отделение №8,Просрочен,0.012,Гусев Феофан Гертрудович,M,1959-03-30,Казань,Retail,2024-06-27
863,705,Ипотека,5439000.0,24.77,300,2024-07-14,Отделение №5,Активен,0.453,Вероника Леоновна Кононова,F,1959-09-20,Екатеринбург,Retail,2022-12-06
864,587,Автокредит,706000.0,20.64,48,2025-09-04,Отделение №6,Активен,0.924,Наталья Викторовна Горбачева,F,1962-11-30,Екатеринбург,Retail,2022-02-01
865,420,Кредитная карта,80000.0,20.7,24,2024-09-25,Отделение №2,Активен,0.456,Сысоева Синклитикия Львовна,F,1984-01-30,Самара,Retail,2023-01-18
866,184,Вексель,1778000.0,20.89,9,2024-10-04,Отделение №1,Закрыт,0.427,Федотова Таисия Владимировна,F,2003-11-30,Москва,Retail,2024-10-04
867,168,Кредитная карта,64000.0,21.77,12,2024-07-25,Отделение №12,Закрыт,0.12,Белоусов Ярослав Герасимович,M,1977-10-12,Екатеринбург,Retail,2024-04-12
868,581,Потребительский,705000.0,14.53,36,2024-07-15,Отделение №2,Активен,0.984,Таисия Степановна Макарова,F,1985-06-15,Новосибирск,Retail,2024-05-03
869,211,Кредитная карта,292000.0,21.59,12,2024-03-25,Отделение №9,Закрыт,0.886,Юлия Егоровна Чернова,F,2003-02-21,Челябинск,Retail,2023-06-01
870,82,Потребительский,680000.0,10.16,24,2023-02-21,Отделение №9,Закрыт,0.745,Елизавета Дмитриевна Козлова,F,1989-12-30,Казань,Premium,2023-02-21
871,224,Автокредит,795000.0,13.17,24,2024-12-27,Отделение №9,Активен,0.23,Глафира Ждановна Сысоева,F,1998-07-23,Москва,Retail,2024-11-05
872,689,Потребительский,169000.0,18.17,24,2025-07-24,Отделение №14,Активен,0.618,Мина Всеволодович Борисов,M,1967-12-22,Новосибирск,Retail,2025-03-23
873,109,Кредитная карта,223000.0,14.3,36,2025-09-27,Отделение №1,Активен,0.202,Кабанова Ирина Семеновна,F,1980-11-14,Челябинск,Retail,2025-09-27
874,607,Кредитная карта,286000.0,23.08,24,2025-09-12,Отделение №15,Активен,0.972,Елизавета Олеговна Лапина,F,1960-06-01,Москва,Retail,2025-09-12
875,399,Ипотека,5219000.0,7.88,240,2025-01-28,Отделение №11,Активен,0.708,Рюрик Ермилович Беляков,M,1956-02-06,Ростов-на-Дону,Business,2025-01-28
876,35,Потребительский,742000.0,20.4,12,2022-11-10,Отделение №8,Закрыт,0.14,Соболев Тимур Германович,M,1992-09-30,Новосибирск,Retail,2022-11-10
877,530,Вексель,3847000.0,20.97,6,2024-03-12,Отделение №7,Закрыт,0.646,Беляева Евгения Оскаровна,F,1979-01-05,Нижний Новгород,Premium,2023-01-30
878,547,Автокредит,1046000.0,10.66,48,2024-12-12,Отделение №3,Активен,0.949,Осип Эдуардович Кудрявцев,M,1988-08-09,Нижний Новгород,Retail,2024-12-12
879,647,Кредитная карта,63000.0,23.88,36,2025-04-14,Отделение №8,Активен,0.152,Виссарион Юлианович Муравьев,M,2002-07-29,Казань,Retail,2024-07-26
880,39,Потребительский,257000.0,18.22,36,2022-06-25,Отделение №9,Закрыт,0.521,Иван Арсеньевич Лихачев,M,1957-04-22,Санкт-Петербург,Premium,2022-06-25
881,87,Потребительский,521000.0,18.65,48,2025-02-22,Отделение №2,Активен,0.299,Нина Юльевна Панфилова,F,1961-09-08,Санкт-Петербург,Retail,2025-02-22
882,353,Автокредит,1986000.0,22.7,36,2025-04-26,Отделение №12,Активен,0.754,Анжелика Олеговна Федорова,F,1978-01-24,Уфа,Retail,2025-04-26
883,582,Потребительский,254000.0,21.92,12,2024-02-21,Отделение №11,Закрыт,0.255,Некрасова Майя Тимофеевна,F,1998-06-13,Нижний Новгород,Retail,2023-05-13
884,472,Ипотека,7850000.0,10.63,300,2023-08-20,Отделение №12,Активен,0.103,Аггей Демидович Ершов,M,1959-03-05,Ростов-на-Дону,Business,2023-08-18
885,428,Автокредит,1958000.0,22.5,48,2025-10-06,Отделение №14,Активен,0.665,Медведев Тимофей Егорович,M,2004-03-10,Нижний Новгород,Retail,2025-10-06
886,3,Вексель,2219000.0,8.44,3,2025-07-30,Отделение №14,Закрыт,0.77,Рябов Игорь Юльевич,M,1986-12-24,Москва,Retail,2025-04-24
887,542,Вексель,1452000.0,15.84,9,2025-08-04,Отделение №14,Активен,0.42,Филиппов Кузьма Эдгардович,M,2005-12-30,Казань,Business,2025-08-01
888,595,Потребительский,317000.0,19.62,12,2023-06-19,Отделение №10,Закрыт,0.486,Вадим Трофимович Копылов,M,1994-08-30,Ростов-на-Дону,Retail,2023-06-19
889,460,Ипотека,7911000.0,24.85,240,2025-02-28,Отделение №8,Активен,0.826,Тамара Рубеновна Муравьева,F,1997-08-19,Москва,Retail,2025-02-28
890,62,Автокредит,2577000.0,16.05,60,2025-05-27,Отделение №7,Активен,0.925,Антонина Анатольевна Белякова,F,1966-10-04,Уфа,Premium,2024-05-16
891,327,Потребительский,131000.0,8.25,12,2025-05-28,Отделение №4,Активен,0.967,Нонна Макаровна Тетерина,F,1957-01-22,Казань,Retail,2025-05-28
892,459,Ипотека,8726000.0,19.72,300,2024-03-17,Отделение №11,Просрочен,0.04,Радован Васильевич Копылов,M,1977-04-11,Ростов-на-Дону,Premium,2022-12-17
893,511,Вексель,4276000.0,21.46,3,2024-03-27,Отделение №13,Закрыт,0.628,Воронцова Зинаида Дмитриевна,F,1971-04-10,Уфа,Retail,2022-09-07
894,358,Ипотека,11081000.0,9.83,180,2025-03-16,Отделение №6,Активен,0.631,г-жа Воробьева Милица Михайловна,F,1982-05-10,Нижний Новгород,Premium,2025-03-16
895,376,Потребительский,741000.0,22.13,12,2024-07-24,Отделение №14,Закрыт,0.254,Радим Фролович Федосеев,M,1982-07-30,Новосибирск,Business,2023-04-09
896,656,Вексель,1827000.0,14.71,6,2025-12-21,Отделение №8,Просрочен,0.048,Емельянова Анастасия Вениаминовна,F,1992-09-05,Казань,Retail,2025-12-21
897,581,Вексель,3211000.0,16.78,6,2024-05-03,Отделение №11,Закрыт,0.863,Таисия Степановна Макарова,F,1985-06-15,Новосибирск,Retail,2024-05-03
898,736,Потребительский,351000.0,22.04,36,2024-02-23,Отделение №6,Активен,0.857,Чеслав Дорофеевич Филиппов,M,2003-01-13,Новосибирск,Premium,2024-02-23
899,359,Ипотека,7382000.0,21.75,180,2024-10-23,Отделение №12,Активен,0.101,Галина Алексеевна Баранова,F,1999-10-21,Москва,Retail,2024-10-23
900,177,Потребительский,355000.0,9.93,48,2025-08-02,Отделение №5,Активен,0.383,Пелагея Богдановна Воронова,F,1973-10-07,Казань,Premium,2022-07-25
901,270,Кредитная карта,161000.0,22.98,24,2025-10-09,Отделение №3,Активен,0.755,Ксения Львовна Шестакова,F,1955-12-28,Казань,Premium,2025-10-09
902,323,Потребительский,134000.0,19.38,36,2024-11-02,Отделение №13,Активен,0.56,Вера Ждановна Зайцева,F,1989-01-05,Казань,Retail,2023-11-30
903,1,Автокредит,863000.0,8.22,24,2023-02-11,Отделение №15,Закрыт,0.712,Аким Елизарович Николаев,M,1967-04-13,Екатеринбург,Premium,2022-02-21
904,713,Кредитная карта,139000.0,19.67,24,2025-07-09,Отделение №7,Активен,0.533,Кира Архиповна Филиппова,F,1969-04-02,Самара,Retail,2025-07-09
905,646,Потребительский,339000.0,16.99,36,2025-06-10,Отделение №4,Дефолт,0.082,Молчанова Лариса Ивановна,F,1998-08-17,Самара,Premium,2023-05-21
906,288,Ипотека,2408000.0,24.77,180,2025-09-29,Отделение №4,Просрочен,0.026,Кудряшова Феврония Ниловна,F,1982-12-02,Ростов-на-Дону,Premium,2022-10-30
907,746,Вексель,4918000.0,14.6,6,2023-08-29,Отделение №3,Закрыт,0.812,Давыдова Акулина Львовна,F,1998-03-06,Екатеринбург,Retail,2023-08-29
908,202,Потребительский,233000.0,15.39,12,2025-06-07,Отделение №9,Активен,0.439,Надежда Владиславовна Воробьева,F,1980-02-02,Санкт-Петербург,Retail,2025-05-21
909,766,Автокредит,1877000.0,22.1,60,2024-10-13,Отделение №11,Активен,0.581,Мстислав Еремеевич Петухов,M,1991-04-07,Нижний Новгород,Retail,2024-10-13
910,747,Автокредит,2746000.0,19.5,60,2024-03-01,Отделение №13,Активен,0.982,Матвеева Пелагея Болеславовна,F,2006-03-30,Самара,Retail,2024-03-01
911,243,Вексель,2213000.0,12.39,9,2023-04-26,Отделение №12,Закрыт,0.357,Емельян Григорьевич Авдеев,M,2000-11-24,Москва,Retail,2022-04-05
912,568,Потребительский,695000.0,17.15,24,2025-01-07,Отделение №15,Дефолт,0.097,Большаков Евсей Фокич,M,1961-08-07,Ростов-на-Дону,Retail,2023-02-27
913,140,Вексель,2587000.0,12.27,12,2025-01-01,Отделение №10,Активен,0.807,Красильников Иннокентий Афанасьевич,M,1970-03-06,Москва,Retail,2024-03-17
914,642,Потребительский,311000.0,11.45,24,2025-11-04,Отделение №8,Активен,0.837,Орлов Филипп Валентинович,M,1967-07-21,Новосибирск,Retail,2025-11-04
915,202,Автокредит,1693000.0,24.04,60,2025-05-21,Отделение №9,Активен,0.171,Надежда Владиславовна Воробьева,F,1980-02-02,Санкт-Петербург,Retail,2025-05-21
916,732,Ипотека,8503000.0,22.46,240,2025-11-25,Отделение №11,Активен,0.148,Сила Ярославович Лаврентьев,M,1985-05-23,Санкт-Петербург,Retail,2025-11-25
917,138,Ипотека,11547000.0,11.14,240,2025-03-12,Отделение №1,Активен,0.897,Ираида Юрьевна Константинова,F,2003-06-30,Челябинск,Retail,2022-03-01
918,513,Вексель,2505000.0,10.46,6,2024-03-22,Отделение №9,Закрыт,0.452,Мухина Анастасия Андреевна,F,1992-03-22,Санкт-Петербург,Retail,2022-03-28
919,417,Вексель,1593000.0,21.19,6,2025-03-13,Отделение №7,Закрыт,0.508,Надежда Сергеевна Носова,F,1987-06-21,Москва,Business,2024-01-02
920,338,Потребительский,455000.0,24.36,36,2025-03-25,Отделение №13,Просрочен,0.053,Дроздова Наина Геннадиевна,F,1990-03-22,Челябинск,Retail,2025-03-25
921,420,Ипотека,3197000.0,7.67,120,2025-06-11,Отделение №3,Активен,0.414,Сысоева Синклитикия Львовна,F,1984-01-30,Самара,Retail,2023-01-18
922,411,Вексель,1319000.0,7.04,6,2025-08-09,Отделение №12,Активен,0.929,Макарова Наина Харитоновна,F,1971-09-03,Самара,Retail,2025-08-09
923,568,Потребительский,117000.0,19.4,48,2025-03-21,Отделение №13,Активен,0.685,Большаков Евсей Фокич,M,1961-08-07,Ростов-на-Дону,Retail,2023-02-27
924,649,Ипотека,8964000.0,9.87,180,2023-12-05,Отделение №3,Активен,0.311,Абрамова Ия Константиновна,F,1972-09-10,Челябинск,Retail,2023-11-06
925,644,Вексель,4407000.0,9.9,12,2022-12-09,Отделение №4,Закрыт,0.401,Русаков Геннадий Вячеславович,M,2004-02-04,Челябинск,Retail,2022-12-09
926,51,Ипотека,8472000.0,14.81,120,2023-11-27,Отделение №5,Дефолт,0.094,Колесников Капитон Филиппович,M,1970-07-04,Челябинск,Retail,2022-07-13
927,767,Потребительский,505000.0,13.37,12,2025-10-30,Отделение №9,Активен,0.169,Ширяев Кирилл Зиновьевич,M,2000-06-21,Новосибирск,Business,2024-10-20
928,569,Потребительский,295000.0,21.22,36,2024-07-03,Отделение №6,Активен,0.568,Селиван Жанович Кириллов,M,1975-11-19,Москва,Retail,2024-07-03
929,145,Кредитная карта,288000.0,17.92,12,2025-07-27,Отделение №4,Активен,0.182,Молчанова Надежда Рудольфовна,F,1984-07-17,Москва,Premium,2022-02-09
930,611,Кредитная карта,56000.0,17.53,36,2023-05-09,Отделение №15,Активен,0.574,Беляев Варфоломей Бориславович,M,1971-12-20,Уфа,Retail,2023-05-09
931,733,Ипотека,10460000.0,9.24,180,2025-11-22,Отделение №1,Активен,0.819,г-жа Ковалева Нонна Вячеславовна,F,2005-01-09,Санкт-Петербург,Retail,2025-11-22
932,202,Автокредит,2832000.0,23.7,24,2025-05-21,Отделение №11,Активен,0.108,Надежда Владиславовна Воробьева,F,1980-02-02,Санкт-Петербург,Retail,2025-05-21
933,308,Потребительский,439000.0,10.05,12,2024-10-16,Отделение №10,Закрыт,0.155,Любовь Константиновна Меркушева,F,1989-10-15,Самара,Business,2024-02-06
934,275,Кредитная карта,283000.0,21.8,36,2025-01-27,Отделение №2,Активен,0.784,Симонов Ян Анисимович,M,1990-09-20,Москва,Retail,2022-10-14
935,155,Вексель,421000.0,9.1,6,2025-03-05,Отделение №8,Закрыт,0.96,Фадей Ермолаевич Игнатов,M,2004-10-07,Нижний Новгород,Premium,2025-03-05
936,190,Потребительский,353000.0,23.37,36,2025-07-05,Отделение №13,Активен,0.921,г-н Панов Устин Виленович,M,1975-08-15,Санкт-Петербург,Retail,2025-07-05
937,714,Вексель,3332000.0,8.17,3,2025-07-21,Отделение №15,Закрыт,0.655,Александров Данила Матвеевич,M,1964-01-16,Санкт-Петербург,Premium,2025-07-21
938,514,Автокредит,1895000.0,18.33,60,2025-01-23,Отделение №3,Активен,0.283,Сазонова Нина Леоновна,F,1985-02-05,Самара,Premium,2024-06-24
939,59,Ипотека,3980000.0,14.51,300,2024-04-12,Отделение №1,Дефолт,0.082,Терентьев Лонгин Демидович,M,1969-06-26,Екатеринбург,Retail,2024-04-12
940,194,Ипотека,5215000.0,13.65,300,2025-12-10,Отделение №13,Активен,0.498,Пелагея Владиславовна Третьякова,F,1983-09-06,Санкт-Петербург,Business,2025-12-10
941,581,Вексель,3877000.0,21.8,3,2024-12-16,Отделение №2,Закрыт,0.188,Таисия Степановна Макарова,F,1985-06-15,Новосибирск,Retail,2024-05-03
942,433,Потребительский,491000.0,12.27,24,2025-08-05,Отделение №1,Просрочен,0.048,Олимпиада Романовна Кулагина,F,1966-01-17,Санкт-Петербург,Retail,2024-02-01
943,186,Потребительский,277000.0,24.24,24,2023-12-22,Отделение №14,Просрочен,0.052,Изяслав Владиленович Никифоров,M,1984-04-26,Челябинск,Retail,2023-05-24
944,502,Вексель,2226000.0,13.32,6,2024-11-07,Отделение №15,Закрыт,0.699,Афиноген Анисимович Фадеев,M,1956-01-03,Челябинск,Premium,2024-04-25
945,1,Потребительский,393000.0,19.61,24,2023-03-30,Отделение №4,Просрочен,0.073,Аким Елизарович Николаев,M,1967-04-13,Екатеринбург,Premium,2022-02-21
946,139,Ипотека,7711000.0,23.47,120,2024-08-15,Отделение №12,Активен,0.206,Рубен Феодосьевич Шарапов,M,1993-09-08,Ростов-на-Дону,Business,2024-08-15
947,38,Потребительский,268000.0,21.47,24,2025-09-12,Отделение №3,Активен,0.831,Иван Гурьевич Иванов,M,1959-05-14,Ростов-на-Дону,Retail,2022-04-29
948,608,Кредитная карта,253000.0,7.32,24,2024-04-03,Отделение №4,Активен,0.142,Соболева Ольга Анатольевна,F,1962-07-29,Казань,Retail,2022-01-25
949,754,Автокредит,1071000.0,17.0,60,2025-10-25,Отделение №11,Активен,0.864,Павлова Зинаида Антоновна,F,1979-05-30,Санкт-Петербург,Premium,2024-05-17
950,425,Потребительский,755000.0,19.2,36,2025-11-13,Отделение №7,Активен,0.416,Натан Тихонович Зыков,M,1973-08-15,Самара,Retail,2025-11-13
951,127,Ипотека,10426000.0,11.16,180,2024-09-26,Отделение №12,Просрочен,0.01,Юлия Владиславовна Журавлева,F,1962-03-28,Екатеринбург,Retail,2024-07-10
952,77,Ипотека,8960000.0,18.7,300,2024-01-27,Отделение №11,Активен,0.223,Орехов Герман Данилович,M,2000-08-19,Самара,Retail,2024-01-27
953,467,Потребительский,169000.0,9.87,48,2024-09-18,Отделение №12,Активен,0.327,Белякова Марфа Станиславовна,F,1962-04-18,Нижний Новгород,Retail,2024-09-18
954,22,Потребительский,561000.0,16.37,48,2023-08-07,Отделение №10,Активен,0.285,Горшкова Анна Альбертовна,F,2000-06-13,Ростов-на-Дону,Retail,2022-05-16
955,519,Потребительский,621000.0,23.98,48,2023-11-08,Отделение №8,Активен,0.555,Марфа Анатольевна Петухова,F,1964-02-14,Санкт-Петербург,Premium,2023-11-08
956,731,Потребительский,439000.0,15.31,12,2024-11-29,Отделение №1,Закрыт,0.111,Петухов Богдан Тихонович,M,2002-08-14,Москва,Premium,2024-11-29
957,125,Вексель,1004000.0,14.52,3,2024-06-25,Отделение №12,Закрыт,0.371,Любовь Дмитриевна Кулагина,F,1959-03-30,Уфа,Retail,2024-06-25
958,487,Потребительский,498000.0,23.68,12,2025-09-19,Отделение №4,Активен,0.767,Алина Анатольевна Пономарева,F,1997-07-07,Уфа,Retail,2022-10-23
959,551,Вексель,3652000.0,6.76,3,2025-03-10,Отделение №14,Закрыт,0.153,Самсонова Синклитикия Эльдаровна,F,1988-11-09,Самара,Business,2022-07-06
960,490,Кредитная карта,279000.0,10.19,24,2024-08-04,Отделение №7,Активен,0.644,Варвара Романовна Фомичева,F,1968-04-15,Уфа,Retail,2022-11-02
961,97,Ипотека,11468000.0,9.88,120,2024-07-31,Отделение №11,Активен,0.194,Давыд Архипович Бобров,M,1982-06-23,Екатеринбург,Retail,2024-07-31
962,127,Вексель,224000.0,22.02,12,2024-07-10,Отделение №5,Закрыт,0.602,Юлия Владиславовна Журавлева,F,1962-03-28,Екатеринбург,Retail,2024-07-10
963,94,Автокредит,773000.0,8.55,48,2023-11-12,Отделение №9,Дефолт,0.065,Хохлов Август Ефимьевич,M,1970-08-05,Челябинск,Premium,2023-11-12
964,414,Автокредит,2008000.0,13.31,36,2023-10-21,Отделение №2,Активен,0.143,Назаров Якуб Тарасович,M,1963-05-11,Нижний Новгород,Business,2023-02-13
965,259,Вексель,129000.0,7.57,3,2025-10-20,Отделение №10,Активен,0.388,Белова Лариса Олеговна,F,1971-12-04,Новосибирск,Premium,2025-10-20
966,488,Потребительский,218000.0,16.54,12,2025-02-28,Отделение №14,Просрочен,0.02,Тамара Даниловна Архипова,F,1966-07-15,Москва,Retail,2024-10-21
967,154,Кредитная карта,283000.0,11.7,36,2025-11-28,Отделение №8,Активен,0.616,Рогов Творимир Валерьянович,M,1969-12-08,Ростов-на-Дону,Premium,2025-11-28
968,98,Кредитная карта,94000.0,11.1,24,2025-06-08,Отделение №11,Активен,0.98,Марк Бенедиктович Зыков,M,2005-03-06,Челябинск,Premium,2022-02-18
969,459,Ипотека,11194000.0,16.37,180,2024-07-19,Отделение №3,Активен,0.36,Радован Васильевич Копылов,M,1977-04-11,Ростов-на-Дону,Premium,2022-12-17
970,665,Потребительский,598000.0,22.73,48,2023-06-11,Отделение №1,Активен,0.368,Тимофеев Ростислав Евсеевич,M,2000-01-02,Екатеринбург,Retail,2022-01-22
971,522,Ипотека,4999000.0,14.05,120,2025-08-25,Отделение №14,Активен,0.88,Кудряшова Елизавета Анатольевна,F,1973-05-20,Казань,Retail,2025-08-25
972,690,Потребительский,352000.0,23.83,36,2025-07-25,Отделение №7,Активен,0.421,Зиновьева Людмила Эдуардовна,F,1957-02-20,Новосибирск,Retail,2025-07-25
973,159,Ипотека,6523000.0,13.19,300,2024-08-07,Отделение №7,Активен,0.326,Богданов Флорентин Антипович,M,1963-07-25,Уфа,Retail,2024-06-10
974,220,Потребительский,447000.0,19.61,24,2023-08-21,Отделение №14,Закрыт,0.568,Вера Болеславовна Лихачева,F,1988-04-20,Казань,Retail,2023-08-21
975,474,Вексель,3942000.0,16.59,9,2025-03-29,Отделение №7,Закрыт,0.764,Гришина Алина Ниловна,F,1978-07-02,Екатеринбург,Premium,2025-03-29
976,498,Ипотека,5069000.0,15.15,300,2022-10-17,Отделение №8,Активен,0.543,Сигизмунд Игоревич Сидоров,M,1995-05-15,Новосибирск,Retail,2022-04-16
977,395,Потребительский,675000.0,10.17,48,2022-07-22,Отделение №15,Активен,0.338,Лидия Филипповна Молчанова,F,1971-12-08,Нижний Новгород,Premium,2022-07-22
978,694,Потребительский,338000.0,23.85,48,2024-04-17,Отделение №4,Просрочен,0.024,Суханова Эмилия Геннадьевна,F,1997-08-10,Челябинск,Premium,2024-04-17
979,59,Ипотека,8670000.0,16.87,240,2025-10-25,Отделение №7,Активен,0.156,Терентьев Лонгин Демидович,M,1969-06-26,Екатеринбург,Retail,2024-04-12
980,245,Автокредит,2482000.0,12.32,36,2024-12-23,Отделение №12,Активен,0.246,г-н Потапов Ипатий Всеволодович,M,1961-05-22,Новосибирск,Retail,2024-12-23
981,223,Потребительский,748000.0,23.67,36,2025-06-04,Отделение №12,Активен,0.612,Титов Тимур Иосифович,M,1983-04-12,Челябинск,Retail,2022-05-23
982,30,Автокредит,492000.0,8.08,24,2025-02-07,Отделение №14,Просрочен,0.009,Светлана Александровна Моисеева,F,1972-07-12,Москва,Business,2025-02-07
983,309,Кредитная карта,120000.0,23.64,12,2023-10-04,Отделение №12,Закрыт,0.357,Владислав Архипович Никифоров,M,1984-09-26,Санкт-Петербург,Premium,2022-07-06
984,403,Потребительский,210000.0,17.97,12,2025-07-18,Отделение №15,Активен,0.316,Климент Валерианович Гусев,M,2006-05-18,Екатеринбург,Retail,2025-07-18
985,232,Вексель,2428000.0,12.08,6,2023-08-17,Отделение №3,Закрыт,0.802,Октябрина Кузьминична Кулагина,F,1976-11-26,Ростов-на-Дону,Retail,2022-03-17
986,23,Кредитная карта,71000.0,16.29,24,2023-03-12,Отделение №3,Закрыт,0.618,Яковлева Наталья Эльдаровна,F,1958-12-23,Челябинск,Premium,2023-03-12
987,430,Автокредит,2035000.0,22.1,48,2025-11-14,Отделение №2,Активен,0.249,Васильева Светлана Дмитриевна,F,1988-11-05,Екатеринбург,Retail,2022-03-13
988,427,Вексель,819000.0,20.4,12,2025-08-02,Отделение №7,Активен,0.136,Любовь Павловна Лапина,F,1969-01-03,Москва,Business,2025-08-02
989,374,Ипотека,6769000.0,19.16,120,2025-04-15,Отделение №15,Активен,0.818,Афанасьева Ольга Станиславовна,F,1977-01-13,Новосибирск,Retail,2022-02-07
990,754,Ипотека,7719000.0,24.35,300,2024-05-17,Отделение №10,Активен,0.947,Павлова Зинаида Антоновна,F,1979-05-30,Санкт-Петербург,Premium,2024-05-17
991,762,Потребительский,305000.0,7.77,12,2024-10-13,Отделение №5,Закрыт,0.135,Эмиль Августович Цветков,M,1968-10-18,Уфа,Business,2024-10-13
992,47,Вексель,4592000.0,10.13,3,2025-10-01,Отделение №5,Активен,0.634,Стрелков Афиноген Феофанович,M,1997-09-09,Москва,Retail,2023-04-14
993,299,Вексель,4749000.0,17.59,3,2025-11-06,Отделение №1,Активен,0.799,Савина Таисия Аскольдовна,F,1979-01-22,Самара,Retail,2025-11-06
994,4,Автокредит,1935000.0,22.16,36,2024-01-18,Отделение №5,Активен,0.192,Трифон Федосеевич Поляков,M,1979-01-12,Ростов-на-Дону,Retail,2023-03-24
995,673,Кредитная карта,274000.0,12.36,12,2024-09-29,Отделение №11,Закрыт,0.167,Афиноген Адамович Голубев,M,1965-12-15,Новосибирск,Retail,2023-12-04
996,340,Потребительский,280000.0,12.71,48,2024-06-05,Отделение №13,Активен,0.273,Прасковья Тимуровна Лебедева,F,1975-12-23,Ростов-на-Дону,Premium,2022-12-18
997,777,Вексель,3331000.0,7.08,9,2025-02-03,Отделение №15,Закрыт,0.872,Наина Леоновна Давыдова,F,1969-03-22,Уфа,Retail,2023-09-29
998,375,Автокредит,2310000.0,13.5,24,2023-12-01,Отделение №7,Закрыт,0.905,Игнатьев Афанасий Валерьянович,M,2006-03-28,Самара,Business,2023-12-01
999,78,Ипотека,8953000.0,13.4,240,2025-11-28,Отделение №9,Активен,0.367,Дарья Наумовна Козлова,F,1964-12-31,Уфа,Business,2025-06-06
1000,547,Кредитная карта,242000.0,12.8,24,2025-12-19,Отделение №12,Активен,0.943,Осип Эдуардович Кудрявцев,M,1988-08-09,Нижний Новгород,Retail,2024-12-12
1001,27,Потребительский,195000.0,8.03,36,2023-07-01,Отделение №11,Активен,0.45,Пестова Иванна Сергеевна,F,1995-04-18,Санкт-Петербург,Premium,2022-07-06
1002,505,Потребительский,550000.0,22.98,36,2024-11-08,Отделение №3,Просрочен,0.023,Эмилия Романовна Прохорова,F,1981-01-15,Самара,Business,2023-10-05
1003,505,Вексель,625000.0,13.37,3,2023-10-05,Отделение №13,Закрыт,0.154,Эмилия Романовна Прохорова,F,1981-01-15,Самара,Business,2023-10-05
1004,710,Потребительский,116000.0,19.81,12,2023-07-22,Отделение №6,Закрыт,0.737,Остромир Эдгарович Бобылев,M,1975-05-14,Новосибирск,Business,2023-07-22
1005,734,Кредитная карта,197000.0,18.02,12,2025-04-08,Отделение №8,Активен,0.871,Соболев Евдоким Валерьянович,M,1957-11-22,Санкт-Петербург,Retail,2024-02-24
1006,671,Автокредит,1260000.0,8.74,24,2025-06-08,Отделение №4,Активен,0.704,Попова Анастасия Дмитриевна,F,1962-06-21,Самара,Retail,2022-07-19
1007,793,Кредитная карта,280000.0,19.72,12,2023-02-20,Отделение №7,Закрыт,0.092,Галкин Эдуард Игоревич,M,1978-03-23,Ростов-на-Дону,Retail,2023-02-20
1008,44,Вексель,1242000.0,13.62,3,2024-11-25,Отделение №4,Закрыт,0.625,Лапина Антонина Аркадьевна,F,1976-08-10,Екатеринбург,Retail,2024-11-25
1009,5,Ипотека,3973000.0,19.5,300,2025-05-24,Отделение №12,Активен,0.469,Беспалов Аверьян Владиленович,M,1991-12-23,Уфа,Retail,2025-02-23
1010,193,Вексель,4339000.0,9.9,3,2024-06-25,Отделение №3,Просрочен,0.006,Смирнова Ия Кузьминична,F,1999-03-23,Казань,Retail,2023-08-20
