customer_id,full_name,gender,birth_date,city,segment,registration_date
640,Никонова Зинаида Кузьминична,F,1957-11-13,Челябинск,Retail,2022-01-26
641,Шестаков Боян Феоктистович,M,1963-08-30,Екатеринбург,Business,2025-02-19
642,Изот Глебович Корнилов,M,2005-11-13,Новосибирск,Retail,2025-11-04
643,Любовь Юрьевна Евдокимова,F,1984-10-23,Новосибирск,Retail,2023-09-09
644,Кудрявцев Елисей Гертрудович,M,1959-09-18,Челябинск,Retail,2022-12-09
645,Синклитикия Игоревна Кириллова,F,1992-05-03,Нижний Новгород,Premium,2024-09-18
646,Крюкова Кира Кирилловна,F,1994-08-25,Самара,Premium,2023-05-21
647,Гордеев Софон Богданович,M,1964-11-25,Казань,Retail,2024-07-26
648,Остап Ануфриевич Егоров,M,2000-04-22,Ростов-на-Дону,Retail,2024-03-21
649,Князева Василиса Ефимовна,F,1965-08-16,Челябинск,Retail,2023-11-06
650,Иосиф Тимурович Емельянов,M,1965-05-07,Екатеринбург,Retail,2023-09-08
651,Ираида Николаевна Мельникова,F,1986-06-07,Челябинск,Retail,2023-10-06
652,Евсеева Анна Ниловна,F,1990-10-05,Самара,Premium,2023-08-20
653,Модест Филиппович Селиверстов,M,1988-11-19,Челябинск,Retail,2023-10-30
654,Смирнова Анна Робертовна,F,1998-11-16,Екатеринбург,Business,2022-08-22
655,Мирон Арсенович Евсеев,M,1992-01-16,Москва,Premium,2025-10-28
656,Меркушева Наталья Даниловна,F,1989-05-04,Казань,Retail,2025-12-21
657,Никонов Кондратий Игоревич,M,1992-12-01,Новосибирск,Premium,2024-04-17
658,Татьяна Рудольфовна Устинова,F,1979-01-24,Новосибирск,Retail,2023-05-11
659,Алла Аскольдовна Комарова,F,1998-04-14,Ростов-на-Дону,Retail,2024-02-12
660,Оксана Архиповна Ильина,F,1966-06-04,Уфа,Retail,2025-04-07
661,Смирнова Наталья Геннадьевна,F,2002-07-14,Нижний Новгород,Retail,2025-01-18
662,Ладислав Владиленович Уваров,M,1974-04-27,Нижний Новгород,Premium,2022-08-12
663,Денисов Ипатий Архипович,M,1980-12-23,Ростов-на-Дону,Retail,2025-08-18
664,Глафира Альбертовна Афанасьева,F,1998-03-31,Челябинск,Business,2023-11-11
665,Филатов Игорь Федотович,M,2000-04-12,Екатеринбург,Retail,2022-01-22
666,Белов Август Гордеевич,M,1988-02-14,Самара,Retail,2024-07-01
667,Капустин Зиновий Ярославович,M,2001-12-12,Самара,Business,2023-12-08
668,Кузнецов Мефодий Валерианович,M,1984-05-30,Санкт-Петербург,Retail,2023-08-29
669,Самсон Артёмович Данилов,M,1981-09-28,Нижний Новгород,Retail,2022-10-18
670,Константинова Валентина Борисовна,F,1976-12-30,Нижний Новгород,Retail,2023-02-28
671,Петухова Вера Мироновна,F,2006-12-04,Самара,Retail,2022-07-19
672,Вероника Афанасьевна Лобанова,F,1994-01-02,Санкт-Петербург,Retail,2022-05-18
673,Кулагин Григорий Феоктистович,M,1979-07-28,Новосибирск,Retail,2023-12-04
674,Георгий Фадеевич Горбачев,M,2002-05-24,Новосибирск,Retail,2024-11-22
675,Рябова Анна Болеславовна,F,1965-03-15,Самара,Retail,2025-02-20
676,Харитон Теймуразович Шестаков,M,1984-11-22,Новосибирск,Retail,2024-04-09
677,Кудрявцева Зинаида Игоревна,F,1999-07-17,Ростов-на-Дону,Retail,2024-03-21
678,Жданов Эмиль Еремеевич,M,2002-08-29,Челябинск,Retail,2024-07-09
679,Сазонов Ладислав Гертрудович,M,1990-11-27,Казань,Retail,2025-12-14
680,Евгений Тимурович Анисимов,M,1999-08-24,Уфа,Retail,2025-03-28
681,Самсонов Изяслав Эдгарович,M,1981-12-07,Самара,Retail,2024-01-20
682,Чернов Чеслав Артёмович,M,1991-08-16,Самара,Premium,2023-06-22
683,Агафья Михайловна Колобова,F,1977-03-17,Челябинск,Retail,2025-05-07
684,Самойлов Филарет Федосеевич,M,1980-07-16,Самара,Retail,2023-12-14
685,Дементий Харитонович Пестов,M,1960-08-22,Казань,Premium,2025-10-11
686,Виноградов Агафон Евсеевич,M,1970-05-10,Санкт-Петербург,Retail,2025-10-08
687,Семенов Никон Юльевич,M,1975-03-03,Нижний Новгород,Retail,2023-09-18
688,Сидор Фёдорович Родионов,M,2003-06-07,Ростов-на-Дону,Retail,2024-11-12
689,Кабанов Терентий Витальевич,M,1974-07-22,Новосибирск,Retail,2025-03-23
690,Федорова Раиса Григорьевна,F,1966-03-31,Новосибирск,Retail,2025-07-25
691,Никифор Арсенович Никифоров,M,2003-03-21,Новосибирск,Retail,2024-09-29
692,Пестова Жанна Аркадьевна,F,1972-04-23,Нижний Новгород,Retail,2024-07-12
693,Кудряшов Виктор Филиппович,M,1997-05-04,Челябинск,Retail,2024-09-19
694,Ксения Вячеславовна Ковалева,F,1956-07-14,Челябинск,Premium,2024-04-17
695,Агафья Валериевна Чернова,F,1979-04-08,Ростов-на-Дону,Retail,2024-09-27
696,Исидор Владленович Давыдов,M,1964-04-23,Казань,Retail,2023-03-28
697,Карп Валерианович Мамонтов,M,1957-09-02,Самара,Retail,2025-01-06
698,Котова Ираида Станиславовна,F,1960-01-08,Ростов-на-Дону,Retail,2025-01-30
699,Туров Флорентин Артемьевич,M,1989-06-08,Нижний Новгород,Premium,2023-07-03
700,Денисов Аполлон Эдуардович,M,1994-04-02,Челябинск,Retail,2024-06-22
701,Яковлев Ираклий Бориславович,M,1994-09-23,Казань,Premium,2025-08-31
702,Виктор Давыдович Гришин,M,1990-04-19,Санкт-Петербург,Retail,2024-07-10
703,Гордеева Агафья Ефимовна,F,1958-10-20,Екатеринбург,Premium,2022-08-29
704,Блинов Геннадий Вячеславович,M,1958-01-29,Ростов-на-Дону,Premium,2025-04-19
705,Наина Дмитриевна Маркова,F,1972-07-26,Екатеринбург,Retail,2022-12-06
706,Молчанов Лучезар Егорович,M,1960-12-21,Уфа,Retail,2022-05-02
707,Варвара Сергеевна Муравьева,F,1959-04-05,Нижний Новгород,Retail,2025-05-07
708,Брагина Регина Аскольдовна,F,1982-12-16,Уфа,Retail,2023-08-16
709,Абрамов Кондрат Ефстафьевич,M,1977-12-12,Челябинск,Business,2022-10-05
710,Панов Авксентий Исидорович,M,1969-04-30,Новосибирск,Business,2023-07-22
711,Шаров Лазарь Демьянович,M,1987-03-30,Нижний Новгород,Retail,2023-05-27
712,Лыткин Семен Герасимович,M,2005-07-08,Новосибирск,Retail,2025-10-16
713,Зинаида Владиславовна Иванова,F,1983-07-30,Самара,Retail,2025-07-09
714,Потапов Милан Августович,M,1978-06-21,Санкт-Петербург,Premium,2025-07-21
715,Прохорова Марина Константиновна,F,1962-09-30,Нижний Новгород,Premium,2024-11-21
716,Фролова Наина Рудольфовна,F,1959-10-01,Москва,Retail,2024-09-26
717,Вячеслав Елисеевич Тарасов,M,1958-08-30,Нижний Новгород,Retail,2024-07-27
718,Спиридон Фадеевич Филатов,M,1981-01-08,Челябинск,Retail,2024-12-30
719,Дементьев Борислав Богданович,M,1990-01-25,Казань,Retail,2024-10-10
720,Зыкова Марфа Анатольевна,F,1995-12-14,Ростов-на-Дону,Retail,2025-01-25
721,Нина Владимировна Фролова,F,1975-07-10,Москва,Business,2023-12-05
722,Веселов Никодим Зиновьевич,M,1977-04-26,Самара,Retail,2022-07-23
723,Жуков Афиноген Германович,M,1964-12-08,Новосибирск,Business,2022-09-12
724,Фаина Борисовна Степанова,F,1962-11-12,Челябинск,Retail,2024-07-23
725,Абрамов Лонгин Устинович,M,1963-11-21,Казань,Business,2025-11-11
726,Емельян Филимонович Тимофеев,M,1987-03-16,Нижний Новгород,Retail,2023-07-16
727,Ковалева Анна Валериевна,F,2002-05-11,Новосибирск,Retail,2022-06-18
728,Крюков Эраст Анатольевич,M,1970-04-22,Екатеринбург,Retail,2024-03-22
729,Лидия Вениаминовна Тарасова,F,2004-01-25,Санкт-Петербург,Retail,2025-09-04
730,Ефимов Николай Якубович,M,1959-01-02,Новосибирск,Retail,2023-03-14
731,Казимир Всеволодович Новиков,M,1983-03-12,Москва,Premium,2024-11-29
732,Федор Денисович Белов,M,1987-02-12,Санкт-Петербург,Retail,2025-11-25
733,Евсеева Вера Васильевна,F,1956-06-27,Санкт-Петербург,Retail,2025-11-22
734,Гуляев Ефрем Васильевич,M,1969-02-26,Санкт-Петербург,Retail,2024-02-24
735,Мокей Архипович Логинов,M,1995-07-24,Казань,Retail,2023-10-04
736,Авдеев Афиноген Адамович,M,1960-01-23,Новосибирск,Premium,2024-02-23
737,Юдин Прокл Валерьянович,M,1961-12-07,Москва,Retail,2022-05-21
738,Максимильян Валерьевич Волков,M,1987-01-17,Екатеринбург,Retail,2024-06-20
739,Стрелков Филипп Феликсович,M,2004-12-20,Самара,Retail,2024-04-23
740,Новиков Наум Федотович,M,1967-06-08,Новосибирск,Business,2022-06-27
741,Буров Дорофей Елизарович,M,1974-09-19,Нижний Новгород,Premium,2025-04-22
742,Алексеева Александра Юрьевна,F,1997-10-22,Екатеринбург,Premium,2023-10-07
743,Кира Святославовна Тихонова,F,1993-02-23,Уфа,Retail,2025-08-13
744,Беляева Ирина Натановна,F,1965-01-05,Казань,Retail,2025-11-15
745,Носков Степан Денисович,M,1998-08-06,Екатеринбург,Retail,2024-11-26
746,г-жа Щербакова Людмила Романовна,F,1992-09-23,Екатеринбург,Retail,2023-08-29
747,Любовь Феликсовна Овчинникова,F,1977-07-23,Самара,Retail,2024-03-01
748,Королев Александр Жоресович,M,1996-04-22,Москва,Business,2024-12-17
749,Самсонова Ирина Аркадьевна,F,1987-10-09,Ростов-на-Дону,Retail,2023-10-11
750,Фаина Евгеньевна Турова,F,1966-07-15,Новосибирск,Retail,2024-01-19
751,Прохорова Жанна Ивановна,F,1991-12-28,Санкт-Петербург,Retail,2022-05-30
752,Аполлон Гурьевич Игнатьев,M,1982-02-08,Москва,Retail,2023-06-21
753,Дьячкова Дарья Вячеславовна,F,1971-10-09,Уфа,Retail,2024-11-03
754,Людмила Эдуардовна Новикова,F,2003-07-18,Санкт-Петербург,Premium,2024-05-17
755,Ферапонт Викторович Воронцов,M,1968-06-25,Санкт-Петербург,Retail,2023-07-23
756,Семен Ефстафьевич Захаров,M,1989-01-17,Челябинск,Retail,2022-11-15
757,Павлов Игорь Гурьевич,M,1957-01-11,Екатеринбург,Premium,2023-09-28
758,Август Игнатович Фомичев,M,1997-06-19,Челябинск,Retail,2023-05-16
759,Титов Матвей Вячеславович,M,1977-09-10,Москва,Retail,2024-07-17
760,Куликова Феврония Вениаминовна,F,1963-03-22,Новосибирск,Premium,2025-09-26
761,Михаил Артёмович Давыдов,M,2003-08-14,Москва,Premium,2022-01-26
762,Николай Бориславович Ширяев,M,1976-03-17,Уфа,Business,2024-10-13
763,Турова Галина Оскаровна,F,1999-03-06,Казань,Retail,2022-12-08
764,Лукьян Всеволодович Рогов,M,1993-12-01,Челябинск,Retail,2022-03-02
765,Эмилия Матвеевна Цветкова,F,2000-12-17,Ростов-на-Дону,Retail,2024-12-08
766,Демид Матвеевич Тимофеев,M,2005-08-15,Нижний Новгород,Retail,2024-10-13
767,Владимир Вячеславович Артемьев,M,1955-10-18,Новосибирск,Business,2024-10-20
768,Ульяна Никифоровна Якушева,F,1994-04-16,Санкт-Петербург,Retail,2022-11-19
769,Елисеев Лукьян Гурьевич,M,1999-03-15,Москва,Premium,2023-04-13
770,Сергей Викторович Суханов,M,2006-05-24,Самара,Retail,2022-01-26
771,Коновалова Лариса Викторовна,F,1998-12-19,Новосибирск,Business,2024-02-24
772,Бронислав Игнатьевич Третьяков,M,1956-06-13,Челябинск,Premium,2025-02-06
773,Крылов Артем Иларионович,M,1973-02-20,Нижний Новгород,Retail,2023-10-22
774,Агата Альбертовна Блинова,F,1985-06-30,Санкт-Петербург,Retail,2022-06-09
775,Гурий Фадеевич Горшков,M,1981-06-11,Уфа,Retail,2023-01-03
776,Мельников Варлаам Харлампович,M,1995-01-04,Самара,Retail,2024-04-01
777,Елена Валериевна Савельева,F,1960-09-09,Уфа,Retail,2023-09-29
778,Александра Кирилловна Лебедева,F,1977-05-12,Казань,Retail,2022-01-17
779,Орлова Анжела Львовна,F,1967-04-01,Нижний Новгород,Retail,2025-06-29
780,Галина Анатольевна Хохлова,F,1962-01-04,Уфа,Premium,2023-02-05
781,Горбачев Святополк Аксёнович,M,1985-01-09,Челябинск,Retail,2022-11-05
782,Григорий Феодосьевич Яковлев,M,1959-04-27,Москва,Retail,2023-04-23
783,Ершова Евдокия Наумовна,F,2003-02-12,Челябинск,Premium,2022-01-03
784,София Захаровна Нестерова,F,1974-10-31,Екатеринбург,Retail,2022-08-01
785,Белова Алла Никифоровна,F,1994-08-01,Новосибирск,Business,2024-10-04
786,Пелагея Владиславовна Зайцева,F,1980-03-24,Екатеринбург,Retail,2022-07-10
787,Беляева Кира Эльдаровна,F,1988-05-11,Самара,Business,2025-12-06
788,Козлов Елисей Власович,M,1999-02-07,Новосибирск,Retail,2025-04-04
789,Федорова Олимпиада Вадимовна,F,1976-08-28,Москва,Retail,2022-06-03
790,Олимпиада Рудольфовна Самсонова,F,2000-08-28,Екатеринбург,Business,2025-09-18
791,Носкова София Натановна,F,1968-04-03,Челябинск,Business,2023-06-19
792,Щербакова Маргарита Геннадиевна,F,1986-01-03,Екатеринбург,Retail,2023-10-14
793,Быков Рубен Евсеевич,M,1971-01-26,Ростов-на-Дону,Retail,2023-02-20
794,Феоктист Ануфриевич Алексеев,M,2006-11-11,Самара,Retail,2022-11-15
795,Антонина Артемовна Агафонова,F,1979-01-25,Уфа,Retail,2023-10-06
796,Надежда Эдуардовна Данилова,F,1993-05-06,Самара,Retail,2023-03-02
797,Колесникова Регина Николаевна,F,1992-02-12,Казань,Retail,2022-09-03
798,Савелий Данилович Мухин,M,1976-01-05,Нижний Новгород,Premium,2023-03-17
799,Лихачев Ананий Юлианович,M,1994-07-18,Нижний Новгород,Premium,2022-07-06
800,Ульяна Яковлевна Куликова,F,1963-11-10,Казань,Retail,2024-11-17
